d,y,q_model,q_base,loss_m,loss_b,w
2025-06-04,1.7243388891220093,1.6724944114685059,1.8358912467956543,0.04666002988815308,0.0111552357673645,2025-W23
2025-06-05,1.7243388891220093,1.7052171230316162,1.8358912467956543,0.01720958948135376,0.0111552357673645,2025-W23
2025-06-06,1.7243388891220093,1.7638062238693237,1.8312132358551025,0.003946733474731444,0.010687434673309324,2025-W23
2025-06-09,1.7243388891220093,1.7922468185424805,1.8312132358551025,0.006790792942047118,0.010687434673309324,2025-W24
2025-06-10,1.4096782207489014,2.6825733184814453,1.8312132358551025,0.12728950977325437,0.042153501510620105,2025-W24
2025-06-11,1.4096782207489014,2.539036989212036,1.789114236831665,0.11293587684631345,0.03794360160827636,2025-W24
2025-06-12,1.4096782207489014,2.533621311187744,1.789114236831665,0.11239430904388426,0.03794360160827636,2025-W24
2025-06-13,0.9576510190963745,2.438648223876953,1.789114236831665,0.14809972047805783,0.08314632177352903,2025-W24
2025-06-16,0.9576510190963745,2.3756048679351807,1.789114236831665,0.14179538488388058,0.08314632177352903,2025-W25
2025-06-17,0.9576510190963745,2.0594260692596436,1.7886303663253784,0.11017750501632688,0.08309793472290038,2025-W25
2025-06-18,0.9576510190963745,2.062069892883301,1.7886303663253784,0.11044188737869261,0.08309793472290038,2025-W25
2025-06-19,1.4581916332244873,2.0623865127563477,1.7886303663253784,0.060419487953186024,0.0330438733100891,2025-W25
2025-06-20,1.55146062374115,1.8716869354248047,1.782636284828186,0.03202263116836547,0.023117566108703608,2025-W25
2025-06-24,1.55146062374115,1.8029332160949707,1.782636284828186,0.025147259235382073,0.023117566108703608,2025-W26
2025-06-25,1.55146062374115,1.6840600967407227,1.782636284828186,0.013259947299957272,0.023117566108703608,2025-W26
2025-06-26,1.55146062374115,1.5818707942962646,1.782636284828186,0.003041017055511474,0.023117566108703608,2025-W26
2025-06-27,1.55146062374115,2.0225720405578613,1.782636284828186,0.04711114168167113,0.023117566108703608,2025-W26
2025-07-01,1.2661491632461548,1.844438076019287,1.782636284828186,0.05782889127731322,0.05164871215820312,2025-W27
2025-07-02,1.2661491632461548,1.7660826444625854,1.782636284828186,0.04999334812164306,0.05164871215820312,2025-W27
2025-07-03,1.2661491632461548,1.7717350721359253,1.782636284828186,0.05055859088897704,0.05164871215820312,2025-W27
2025-07-04,1.2661491632461548,1.8635581731796265,1.782636284828186,0.059740900993347154,0.05164871215820312,2025-W27
2025-07-07,1.1094735860824585,1.8663638830184937,1.782636284828186,0.0756890296936035,0.06731626987457275,2025-W28
2025-07-08,1.3883572816848755,1.814682126045227,1.782636284828186,0.042632484436035144,0.03942790031433105,2025-W28
2025-07-09,1.3883572816848755,1.9115468263626099,1.782636284828186,0.052318954467773425,0.03942790031433105,2025-W28
2025-07-10,1.3883572816848755,1.929373860359192,1.782636284828186,0.05410165786743163,0.03942790031433105,2025-W28
2025-07-11,1.3883572816848755,1.8838728666305542,1.782636284828186,0.04955155849456786,0.03942790031433105,2025-W28
2025-07-14,1.3883572816848755,1.7809287309646606,1.782636284828186,0.03925714492797851,0.03942790031433105,2025-W29
2025-07-15,1.1761938333511353,1.9726132154464722,1.782636284828186,0.07964193820953368,0.06064424514770506,2025-W29
2025-07-16,1.1761938333511353,1.8524478673934937,1.782636284828186,0.06762540340423583,0.06064424514770506,2025-W29
2025-07-17,1.1761938333511353,1.8491737842559814,1.782636284828186,0.0672979950904846,0.06064424514770506,2025-W29
2025-07-18,1.734407663345337,1.8200091123580933,1.782636284828186,0.008560144901275633,0.004822862148284911,2025-W29
2025-07-21,1.734407663345337,1.8003740310668945,1.782636284828186,0.006596636772155761,0.004822862148284911,2025-W30
2025-07-22,1.734407663345337,1.699671745300293,1.782636284828186,0.031262326240539554,0.004822862148284911,2025-W30
2025-07-23,1.734407663345337,1.7040245532989502,1.782636284828186,0.02734479904174805,0.004822862148284911,2025-W30
2025-07-24,1.734407663345337,1.6680705547332764,1.782636284828186,0.059703397750854495,0.004822862148284911,2025-W30
2025-07-25,1.320155143737793,2.2179067134857178,1.7836432456970215,0.08977515697479246,0.046348810195922845,2025-W30
2025-07-28,1.320155143737793,2.0893359184265137,1.7836432456970215,0.07691807746887205,0.046348810195922845,2025-W31
2025-07-29,1.0684022903442383,2.0399742126464844,1.7836432456970215,0.09715719223022459,0.0715240955352783,2025-W31
2025-07-30,1.2114710807800293,1.95786714553833,1.7836432456970215,0.07463960647583007,0.057217216491699203,2025-W31
2025-07-31,1.2114710807800293,1.903674602508545,1.7836432456970215,0.06922035217285155,0.057217216491699203,2025-W31
2025-08-01,1.2114710807800293,1.6608850955963135,1.7836432456970215,0.04494140148162841,0.057217216491699203,2025-W31
2025-08-04,1.2114710807800293,1.6403838396072388,1.7836432456970215,0.04289127588272094,0.057217216491699203,2025-W32
2025-08-05,1.2114710807800293,1.5120320320129395,1.7836432456970215,0.030056095123291007,0.057217216491699203,2025-W32
2025-08-06,1.201159954071045,1.567940354347229,1.7836432456970215,0.0366780400276184,0.058248329162597645,2025-W32
2025-08-08,1.201159954071045,1.585806965827942,1.7836432456970215,0.03846470117568969,0.058248329162597645,2025-W32
2025-08-11,1.039564847946167,1.6045664548873901,1.7836432456970215,0.0565001606941223,0.07440783977508543,2025-W33
2025-08-12,1.039564847946167,1.6198261976242065,1.7836432456970215,0.05802613496780394,0.07440783977508543,2025-W33
2025-08-13,1.039564847946167,1.6379563808441162,1.7836432456970215,0.05983915328979491,0.07440783977508543,2025-W33
2025-08-14,1.039564847946167,1.6583356857299805,1.7836432456970215,0.06187708377838133,0.07440783977508543,2025-W33
2025-08-15,1.0032635927200317,1.703379511833191,1.7836432456970215,0.0700115919113159,0.07803796529769896,2025-W33
2025-08-19,1.0032635927200317,1.7074295282363892,1.7836432456970215,0.07041659355163572,0.07803796529769896,2025-W34
2025-08-20,1.0032635927200317,1.7030608654022217,1.7836432456970215,0.06997972726821898,0.07803796529769896,2025-W34
2025-08-21,1.0032635927200317,1.7668713331222534,1.7836432456970215,0.07636077404022215,0.07803796529769896,2025-W34
2025-08-22,0.9795648455619812,1.8263347148895264,1.7836432456970215,0.0846769869327545,0.08040784001350401,2025-W34
2025-08-25,0.9795648455619812,1.8065760135650635,1.7836432456970215,0.08270111680030821,0.08040784001350401,2025-W35
2025-08-26,1.0899125337600708,1.7853162288665771,1.7836432456970215,0.06954036951065062,0.06937307119369505,2025-W35
2025-08-27,1.0899125337600708,1.7855839729309082,1.7836432456970215,0.06956714391708373,0.06937307119369505,2025-W35
2025-08-28,1.0899125337600708,1.6766774654388428,1.7836432456970215,0.05867649316787719,0.06937307119369505,2025-W35
2025-08-29,1.0899125337600708,1.602760672569275,1.7836432456970215,0.0512848138809204,0.06937307119369505,2025-W35
2025-09-01,1.0899125337600708,1.5421689748764038,1.7836432456970215,0.04522564411163329,0.06937307119369505,2025-W36
2025-09-02,0.7448046803474426,1.5578150749206543,1.7836432456970215,0.08130103945732114,0.10388385653495787,2025-W36
2025-09-03,0.7448046803474426,1.5146667957305908,1.7836432456970215,0.07698621153831481,0.10388385653495787,2025-W36
2025-09-04,0.7448046803474426,1.4620625972747803,1.7836432456970215,0.07172579169273374,0.10388385653495787,2025-W36
2025-09-05,0.7448046803474426,1.4027562141418457,1.7836432456970215,0.0657951533794403,0.10388385653495787,2025-W36
