iso_week,origin_date,origin_is_partial_week,base_price,regime,training_mode,horizon_days,role,target_date,target_date_estimated,probability_up,threshold,prediction,forecast_log_return,forecast_return_pct,forecast_price,forecast_price_change,forecast_interval_lower,forecast_interval_upper,forecast_interval_level,point_forecast_direction,direction_price_agree,point_forecast_clipped,point_forecast_validation_eligible,actual,actual_log_return,actual_price,point_abs_error_price,point_abs_error_pct,hit,train_count,train_label_end,point_train_label_end,feature_hash,validation_eligible,evidence_n,evidence_da,evidence_balanced_da,evidence_min_recall,evidence_brier,evidence_score,eligible_for_direction,selected,selection_rank,decision_direction,decision_action,decision_status,promotion_gate_passed,primary_horizon,selected_horizons,decision_confidence_proxy,decision_forecast_price,decision_forecast_return_pct,decision_forecast_interval_lower,decision_forecast_interval_upper,decision_actual,decision_hit,image_path
2025-W01,2025-01-03,False,4343.75,risk_off,frozen_pre_2025,1,execution,2025-01-06,False,0.443026,0.55,DOWN,0.000134,0.0134,4344.33,0.58,4298.84,4390.3,0.8,UP,False,False,False,1.0,0.000483,4345.85,1.52,0.035,False,1305,2024-12-30,2024-12-30,783ecbdec4595223,True,104,0.605769,0.555303,0.227273,0.246818,0.48873,False,False,1,UP,LONG_USD_SHORT_COP,SHADOW,False,5,5|25,0.314372,4350.95,0.1659,4232.57,4472.65,0.0,False,usdcop/directional_replay_2025_W01.png
2025-W01,2025-01-03,False,4343.75,risk_off,frozen_pre_2025,5,tactical,2025-01-10,False,0.566797,0.45,UP,0.001657,0.1659,4350.95,7.2,4232.57,4472.65,0.8,UP,True,False,False,0.0,-0.001177,4338.64,12.31,0.2838,False,1301,2024-12-30,2024-12-30,dbbaaeaae61164cb,False,104,0.509615,0.49063,0.326087,0.263375,0.463392,False,True,2,UP,LONG_USD_SHORT_COP,SHADOW,False,5,5|25,0.314372,4350.95,0.1659,4232.57,4472.65,0.0,False,usdcop/directional_replay_2025_W01.png
2025-W01,2025-01-03,False,4343.75,risk_off,frozen_pre_2025,10,tactical,2025-01-17,False,0.524993,0.45,UP,0.00314,0.3145,4357.41,13.66,4189.81,4531.71,0.8,UP,True,False,False,0.0,-0.002822,4331.51,25.9,0.598,False,1296,2024-12-30,2024-12-30,ff5277be1db3a312,False,104,0.471154,0.466605,0.387755,0.279044,0.458424,False,False,4,UP,LONG_USD_SHORT_COP,SHADOW,False,5,5|25,0.314372,4350.95,0.1659,4232.57,4472.65,0.0,False,usdcop/directional_replay_2025_W01.png
2025-W01,2025-01-03,False,4343.75,risk_off,frozen_pre_2025,15,tactical,2025-01-24,False,0.504185,0.45,UP,0.004837,0.4849,4364.81,21.06,4151.25,4589.36,0.8,UP,True,False,False,0.0,-0.038219,4180.87,183.94,4.3996,False,1291,2024-12-30,2024-12-30,15dc7ab56cb103d2,False,104,0.480769,0.459091,0.318182,0.283538,0.443427,False,False,5,UP,LONG_USD_SHORT_COP,SHADOW,False,5,5|25,0.314372,4350.95,0.1659,4232.57,4472.65,0.0,False,usdcop/directional_replay_2025_W01.png
2025-W01,2025-01-03,False,4343.75,risk_off,frozen_pre_2025,20,swing,2025-01-31,False,0.596057,0.4,UP,0.007453,0.7481,4376.24,32.49,4138.78,4627.34,0.8,UP,True,False,False,0.0,-0.031926,4207.26,168.98,4.0165,False,1286,2024-12-30,2024-12-30,fe8038e81873cb0d,True,104,0.471154,0.484416,0.254545,0.321836,0.438906,False,False,6,UP,LONG_USD_SHORT_COP,SHADOW,False,5,5|25,0.314372,4350.95,0.1659,4232.57,4472.65,0.0,False,usdcop/directional_replay_2025_W01.png
2025-W01,2025-01-03,False,4343.75,risk_off,frozen_pre_2025,25,swing,2025-02-07,False,0.558952,0.55,UP,0.007781,0.7811,4377.68,33.93,4104.53,4669.01,0.8,UP,True,False,False,0.0,-0.052773,4120.46,257.22,6.2425,False,1281,2024-12-30,2024-12-30,10d56131505b0874,False,104,0.5,0.478788,0.340909,0.312106,0.459697,False,True,3,UP,LONG_USD_SHORT_COP,SHADOW,False,5,5|25,0.314372,4350.95,0.1659,4232.57,4472.65,0.0,False,usdcop/directional_replay_2025_W01.png
2025-W01,2025-01-03,False,4343.75,risk_off,frozen_pre_2025,30,swing,2025-02-14,False,0.571927,0.6,DOWN,0.008444,0.848,4380.58,36.83,4098.35,4682.26,0.8,UP,False,False,False,0.0,-0.053322,4118.2,262.38,6.3713,True,1276,2024-12-30,2024-12-30,f5cc903ce6844b37,False,104,0.451923,0.447037,0.32,0.337597,0.433199,False,False,7,UP,LONG_USD_SHORT_COP,SHADOW,False,5,5|25,0.314372,4350.95,0.1659,4232.57,4472.65,0.0,False,usdcop/directional_replay_2025_W01.png
2025-W02,2025-01-10,False,4338.64,transition,frozen_pre_2025,1,execution,2025-01-13,False,0.469741,0.55,DOWN,0.00021,0.021,4339.55,0.91,4294.11,4385.47,0.8,UP,False,False,False,0.0,-0.004338,4319.86,19.69,0.4559,True,1305,2024-12-30,2024-12-30,783ecbdec4595223,True,104,0.605769,0.555303,0.227273,0.246818,0.48873,False,False,1,UP,LONG_USD_SHORT_COP,SHADOW,False,5,5|25,0.36911,4346.71,0.1859,4228.44,4468.28,0.0,False,usdcop/directional_replay_2025_W02.png
2025-W02,2025-01-10,False,4338.64,transition,frozen_pre_2025,5,tactical,2025-01-17,False,0.584701,0.45,UP,0.001857,0.1859,4346.71,8.07,4228.44,4468.28,0.8,UP,True,False,False,0.0,-0.001645,4331.51,15.2,0.3508,False,1301,2024-12-30,2024-12-30,dbbaaeaae61164cb,False,104,0.509615,0.49063,0.326087,0.263375,0.463392,False,True,2,UP,LONG_USD_SHORT_COP,SHADOW,False,5,5|25,0.36911,4346.71,0.1859,4228.44,4468.28,0.0,False,usdcop/directional_replay_2025_W02.png
2025-W02,2025-01-10,False,4338.64,transition,frozen_pre_2025,10,tactical,2025-01-24,False,0.547405,0.45,UP,0.003391,0.3397,4353.38,14.74,4185.94,4527.52,0.8,UP,True,False,False,0.0,-0.037042,4180.87,172.51,4.1262,False,1296,2024-12-30,2024-12-30,ff5277be1db3a312,False,104,0.471154,0.466605,0.387755,0.279044,0.458424,False,False,4,UP,LONG_USD_SHORT_COP,SHADOW,False,5,5|25,0.36911,4346.71,0.1859,4228.44,4468.28,0.0,False,usdcop/directional_replay_2025_W02.png
2025-W02,2025-01-10,False,4338.64,transition,frozen_pre_2025,15,tactical,2025-01-31,False,0.521453,0.45,UP,0.005168,0.5181,4361.12,22.48,4147.74,4585.48,0.8,UP,True,False,False,0.0,-0.030749,4207.26,153.86,3.657,False,1291,2024-12-30,2024-12-30,15dc7ab56cb103d2,False,104,0.480769,0.459091,0.318182,0.283538,0.443427,False,False,5,UP,LONG_USD_SHORT_COP,SHADOW,False,5,5|25,0.36911,4346.71,0.1859,4228.44,4468.28,0.0,False,usdcop/directional_replay_2025_W02.png
2025-W02,2025-01-10,False,4338.64,transition,frozen_pre_2025,20,swing,2025-02-07,False,0.589933,0.4,UP,0.007752,0.7783,4372.41,33.77,4135.15,4623.28,0.8,UP,True,False,False,0.0,-0.051596,4120.46,251.95,6.1145,False,1286,2024-12-30,2024-12-30,fe8038e81873cb0d,True,104,0.471154,0.484416,0.254545,0.321836,0.438906,False,False,6,UP,LONG_USD_SHORT_COP,SHADOW,False,5,5|25,0.36911,4346.71,0.1859,4228.44,4468.28,0.0,False,usdcop/directional_replay_2025_W02.png
2025-W02,2025-01-10,False,4338.64,transition,frozen_pre_2025,25,swing,2025-02-14,False,0.562943,0.55,UP,0.007959,0.7991,4373.31,34.67,4100.43,4664.35,0.8,UP,True,False,False,0.0,-0.052145,4118.2,255.11,6.1947,False,1281,2024-12-30,2024-12-30,10d56131505b0874,False,104,0.5,0.478788,0.340909,0.312106,0.459697,False,True,3,UP,LONG_USD_SHORT_COP,SHADOW,False,5,5|25,0.36911,4346.71,0.1859,4228.44,4468.28,0.0,False,usdcop/directional_replay_2025_W02.png
2025-W02,2025-01-10,False,4338.64,transition,frozen_pre_2025,30,swing,2025-02-21,False,0.573059,0.6,DOWN,0.008661,0.8699,4376.38,37.74,4094.42,4677.76,0.8,UP,False,False,False,0.0,-0.061214,4081.02,295.36,7.2374,True,1276,2024-12-30,2024-12-30,f5cc903ce6844b37,False,104,0.451923,0.447037,0.32,0.337597,0.433199,False,False,7,UP,LONG_USD_SHORT_COP,SHADOW,False,5,5|25,0.36911,4346.71,0.1859,4228.44,4468.28,0.0,False,usdcop/directional_replay_2025_W02.png
2025-W03,2025-01-17,False,4331.51,transition,frozen_pre_2025,1,execution,2025-01-20,False,0.49949,0.55,DOWN,0.000541,0.0541,4333.85,2.34,4288.47,4379.71,0.8,UP,False,False,False,0.0,-0.00199,4322.9,10.95,0.2534,True,1305,2024-12-30,2024-12-30,783ecbdec4595223,True,104,0.605769,0.555303,0.227273,0.246818,0.48873,False,False,1,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4340.27,0.2023,4222.18,4461.67,0.0,,usdcop/directional_replay_2025_W03.png
2025-W03,2025-01-17,False,4331.51,transition,frozen_pre_2025,5,tactical,2025-01-24,False,0.60294,0.45,UP,0.002021,0.2023,4340.27,8.76,4222.18,4461.67,0.8,UP,True,False,False,0.0,-0.035397,4180.87,159.4,3.8127,False,1301,2024-12-30,2024-12-30,dbbaaeaae61164cb,False,104,0.509615,0.49063,0.326087,0.263375,0.463392,False,True,2,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4340.27,0.2023,4222.18,4461.67,0.0,,usdcop/directional_replay_2025_W03.png
2025-W03,2025-01-17,False,4331.51,transition,frozen_pre_2025,10,tactical,2025-01-31,False,0.58739,0.45,UP,0.003738,0.3745,4347.73,16.22,4180.51,4521.65,0.8,UP,True,False,False,0.0,-0.029105,4207.26,140.47,3.3388,False,1296,2024-12-30,2024-12-30,ff5277be1db3a312,False,104,0.471154,0.466605,0.387755,0.279044,0.458424,False,False,4,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4340.27,0.2023,4222.18,4461.67,0.0,,usdcop/directional_replay_2025_W03.png
2025-W03,2025-01-17,False,4331.51,transition,frozen_pre_2025,15,tactical,2025-02-07,False,0.541296,0.45,UP,0.005391,0.5406,4354.93,23.42,4141.85,4578.97,0.8,UP,True,False,False,0.0,-0.049951,4120.46,234.47,5.6903,False,1291,2024-12-30,2024-12-30,15dc7ab56cb103d2,False,104,0.480769,0.459091,0.318182,0.283538,0.443427,False,False,5,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4340.27,0.2023,4222.18,4461.67,0.0,,usdcop/directional_replay_2025_W03.png
2025-W03,2025-01-17,False,4331.51,transition,frozen_pre_2025,20,swing,2025-02-14,False,0.545062,0.4,UP,0.006353,0.6374,4359.12,27.61,4122.58,4609.23,0.8,UP,True,False,False,0.0,-0.0505,4118.2,240.92,5.8501,False,1286,2024-12-30,2024-12-30,fe8038e81873cb0d,True,104,0.471154,0.484416,0.254545,0.321836,0.438906,False,False,6,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4340.27,0.2023,4222.18,4461.67,0.0,,usdcop/directional_replay_2025_W03.png
2025-W03,2025-01-17,False,4331.51,transition,frozen_pre_2025,25,swing,2025-02-21,False,0.533182,0.55,DOWN,0.006669,0.6691,4360.49,28.98,4088.41,4650.68,0.8,UP,False,False,False,0.0,-0.059569,4081.02,279.47,6.8481,True,1281,2024-12-30,2024-12-30,10d56131505b0874,False,104,0.5,0.478788,0.340909,0.312106,0.459697,False,True,3,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4340.27,0.2023,4222.18,4461.67,0.0,,usdcop/directional_replay_2025_W03.png
2025-W03,2025-01-17,False,4331.51,transition,frozen_pre_2025,30,swing,2025-02-28,False,0.547437,0.6,DOWN,0.007805,0.7836,4365.45,33.94,4084.19,4666.08,0.8,UP,False,False,False,0.0,-0.044216,4144.16,221.29,5.3398,True,1276,2024-12-30,2024-12-30,f5cc903ce6844b37,False,104,0.451923,0.447037,0.32,0.337597,0.433199,False,False,7,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4340.27,0.2023,4222.18,4461.67,0.0,,usdcop/directional_replay_2025_W03.png
2025-W04,2025-01-24,False,4180.87,risk_off,frozen_pre_2025,1,execution,2025-01-27,False,0.45117,0.55,DOWN,-9.2e-05,-0.0092,4180.48,-0.39,4136.71,4224.72,0.8,DOWN,True,False,False,1.0,0.003417,4195.18,14.7,0.3503,False,1305,2024-12-30,2024-12-30,783ecbdec4595223,True,104,0.605769,0.555303,0.227273,0.246818,0.48873,False,False,1,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4190.79,0.2373,4076.77,4308.0,1.0,,usdcop/directional_replay_2025_W04.png
2025-W04,2025-01-24,False,4180.87,risk_off,frozen_pre_2025,5,tactical,2025-01-31,False,0.632622,0.45,UP,0.00237,0.2373,4190.79,9.92,4076.77,4308.0,0.8,UP,True,False,False,1.0,0.006292,4207.26,16.47,0.3915,True,1301,2024-12-30,2024-12-30,dbbaaeaae61164cb,False,104,0.509615,0.49063,0.326087,0.263375,0.463392,False,True,2,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4190.79,0.2373,4076.77,4308.0,1.0,,usdcop/directional_replay_2025_W04.png
2025-W04,2025-01-24,False,4180.87,risk_off,frozen_pre_2025,10,tactical,2025-02-07,False,0.578041,0.45,UP,0.003556,0.3562,4195.76,14.89,4034.38,4363.6,0.8,UP,True,False,False,0.0,-0.014555,4120.46,75.3,1.8275,False,1296,2024-12-30,2024-12-30,ff5277be1db3a312,False,104,0.471154,0.466605,0.387755,0.279044,0.458424,False,False,4,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4190.79,0.2373,4076.77,4308.0,1.0,,usdcop/directional_replay_2025_W04.png
2025-W04,2025-01-24,False,4180.87,risk_off,frozen_pre_2025,15,tactical,2025-02-14,False,0.53612,0.45,UP,0.00523,0.5243,4202.79,21.92,3997.16,4419.01,0.8,UP,True,False,False,0.0,-0.015103,4118.2,84.59,2.0541,False,1291,2024-12-30,2024-12-30,15dc7ab56cb103d2,False,104,0.480769,0.459091,0.318182,0.283538,0.443427,False,False,5,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4190.79,0.2373,4076.77,4308.0,1.0,,usdcop/directional_replay_2025_W04.png
2025-W04,2025-01-24,False,4180.87,risk_off,frozen_pre_2025,20,swing,2025-02-21,False,0.528658,0.4,UP,0.005905,0.5922,4205.63,24.76,3977.42,4446.94,0.8,UP,True,False,False,0.0,-0.024172,4081.02,124.61,3.0534,False,1286,2024-12-30,2024-12-30,fe8038e81873cb0d,True,104,0.471154,0.484416,0.254545,0.321836,0.438906,False,False,6,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4190.79,0.2373,4076.77,4308.0,1.0,,usdcop/directional_replay_2025_W04.png
2025-W04,2025-01-24,False,4180.87,risk_off,frozen_pre_2025,25,swing,2025-02-28,False,0.529086,0.55,DOWN,0.006471,0.6492,4208.01,27.14,3945.45,4488.06,0.8,UP,False,False,False,0.0,-0.008819,4144.16,63.85,1.5408,True,1281,2024-12-30,2024-12-30,10d56131505b0874,False,104,0.5,0.478788,0.340909,0.312106,0.459697,False,True,3,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4190.79,0.2373,4076.77,4308.0,1.0,,usdcop/directional_replay_2025_W04.png
2025-W04,2025-01-24,False,4180.87,risk_off,frozen_pre_2025,30,swing,2025-03-07,False,0.551396,0.6,DOWN,0.00764,0.7669,4212.93,32.06,3941.5,4503.06,0.8,UP,False,False,False,0.0,-0.01245,4129.14,83.79,2.0293,True,1276,2024-12-30,2024-12-30,f5cc903ce6844b37,False,104,0.451923,0.447037,0.32,0.337597,0.433199,False,False,7,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4190.79,0.2373,4076.77,4308.0,1.0,,usdcop/directional_replay_2025_W04.png
2025-W05,2025-01-31,False,4207.26,transition,frozen_pre_2025,1,execution,2025-02-03,False,0.510478,0.55,DOWN,0.000265,0.0265,4208.38,1.12,4164.31,4252.91,0.8,UP,False,False,False,0.0,-0.011116,4160.75,47.63,1.1446,True,1305,2024-12-30,2024-12-30,783ecbdec4595223,True,104,0.605769,0.555303,0.227273,0.246818,0.48873,False,False,1,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4216.09,0.2099,4101.38,4334.01,0.0,,usdcop/directional_replay_2025_W05.png
2025-W05,2025-01-31,False,4207.26,transition,frozen_pre_2025,5,tactical,2025-02-07,False,0.557538,0.45,UP,0.002096,0.2099,4216.09,8.83,4101.38,4334.01,0.8,UP,True,False,False,0.0,-0.020847,4120.46,95.63,2.3208,False,1301,2024-12-30,2024-12-30,dbbaaeaae61164cb,False,104,0.509615,0.49063,0.326087,0.263375,0.463392,False,True,2,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4216.09,0.2099,4101.38,4334.01,0.0,,usdcop/directional_replay_2025_W05.png
2025-W05,2025-01-31,False,4207.26,transition,frozen_pre_2025,10,tactical,2025-02-14,False,0.633626,0.45,UP,0.004275,0.4285,4225.29,18.03,4062.77,4394.3,0.8,UP,True,False,False,0.0,-0.021395,4118.2,107.09,2.6003,False,1296,2024-12-30,2024-12-30,ff5277be1db3a312,False,104,0.471154,0.466605,0.387755,0.279044,0.458424,False,False,4,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4216.09,0.2099,4101.38,4334.01,0.0,,usdcop/directional_replay_2025_W05.png
2025-W05,2025-01-31,False,4207.26,transition,frozen_pre_2025,15,tactical,2025-02-21,False,0.552697,0.45,UP,0.00563,0.5646,4231.01,23.75,4024.0,4448.68,0.8,UP,True,False,False,0.0,-0.030465,4081.02,149.99,3.6754,False,1291,2024-12-30,2024-12-30,15dc7ab56cb103d2,False,104,0.480769,0.459091,0.318182,0.283538,0.443427,False,False,5,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4216.09,0.2099,4101.38,4334.01,0.0,,usdcop/directional_replay_2025_W05.png
2025-W05,2025-01-31,False,4207.26,transition,frozen_pre_2025,20,swing,2025-02-28,False,0.560093,0.4,UP,0.007999,0.8031,4241.05,33.79,4010.91,4484.38,0.8,UP,True,False,False,0.0,-0.015111,4144.16,96.89,2.3379,False,1286,2024-12-30,2024-12-30,fe8038e81873cb0d,True,104,0.471154,0.484416,0.254545,0.321836,0.438906,False,False,6,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4216.09,0.2099,4101.38,4334.01,0.0,,usdcop/directional_replay_2025_W05.png
2025-W05,2025-01-31,False,4207.26,transition,frozen_pre_2025,25,swing,2025-03-07,False,0.511802,0.55,DOWN,0.005698,0.5714,4231.3,24.04,3967.28,4512.89,0.8,UP,False,False,False,0.0,-0.018742,4129.14,102.16,2.4741,True,1281,2024-12-30,2024-12-30,10d56131505b0874,False,104,0.5,0.478788,0.340909,0.312106,0.459697,False,True,3,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4216.09,0.2099,4101.38,4334.01,0.0,,usdcop/directional_replay_2025_W05.png
2025-W05,2025-01-31,False,4207.26,transition,frozen_pre_2025,30,swing,2025-03-14,False,0.541431,0.6,DOWN,0.006804,0.6827,4235.98,28.72,3963.06,4527.7,0.8,UP,False,False,False,0.0,-0.025115,4102.91,133.07,3.2434,True,1276,2024-12-30,2024-12-30,f5cc903ce6844b37,False,104,0.451923,0.447037,0.32,0.337597,0.433199,False,False,7,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4216.09,0.2099,4101.38,4334.01,0.0,,usdcop/directional_replay_2025_W05.png
2025-W06,2025-02-07,False,4120.46,risk_off,frozen_pre_2025,1,execution,2025-02-10,False,0.489064,0.55,DOWN,-2e-05,-0.002,4120.38,-0.08,4077.23,4163.98,0.8,DOWN,True,False,False,1.0,0.002177,4129.44,9.06,0.2195,False,1305,2024-12-30,2024-12-30,783ecbdec4595223,True,104,0.605769,0.555303,0.227273,0.246818,0.48873,False,False,1,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4129.35,0.2159,4017.0,4244.85,0.0,,usdcop/directional_replay_2025_W06.png
2025-W06,2025-02-07,False,4120.46,risk_off,frozen_pre_2025,5,tactical,2025-02-14,False,0.618682,0.45,UP,0.002156,0.2159,4129.35,8.89,4017.0,4244.85,0.8,UP,True,False,False,0.0,-0.000549,4118.2,11.15,0.2709,False,1301,2024-12-30,2024-12-30,dbbaaeaae61164cb,False,104,0.509615,0.49063,0.326087,0.263375,0.463392,False,True,2,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4129.35,0.2159,4017.0,4244.85,0.0,,usdcop/directional_replay_2025_W06.png
2025-W06,2025-02-07,False,4120.46,risk_off,frozen_pre_2025,10,tactical,2025-02-21,False,0.60244,0.45,UP,0.00386,0.3867,4136.39,15.93,3977.3,4301.86,0.8,UP,True,False,False,0.0,-0.009618,4081.02,55.37,1.3569,False,1296,2024-12-30,2024-12-30,ff5277be1db3a312,False,104,0.471154,0.466605,0.387755,0.279044,0.458424,False,False,4,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4129.35,0.2159,4017.0,4244.85,0.0,,usdcop/directional_replay_2025_W06.png
2025-W06,2025-02-07,False,4120.46,risk_off,frozen_pre_2025,15,tactical,2025-02-28,False,0.532573,0.45,UP,0.005205,0.5219,4141.96,21.5,3939.3,4355.05,0.8,UP,True,False,False,1.0,0.005735,4144.16,2.2,0.053,True,1291,2024-12-30,2024-12-30,15dc7ab56cb103d2,False,104,0.480769,0.459091,0.318182,0.283538,0.443427,False,False,5,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4129.35,0.2159,4017.0,4244.85,0.0,,usdcop/directional_replay_2025_W06.png
2025-W06,2025-02-07,False,4120.46,risk_off,frozen_pre_2025,20,swing,2025-03-07,False,0.5646,0.4,UP,0.007545,0.7573,4151.66,31.2,3926.38,4389.87,0.8,UP,True,False,False,1.0,0.002104,4129.14,22.52,0.5455,True,1286,2024-12-30,2024-12-30,fe8038e81873cb0d,True,104,0.471154,0.484416,0.254545,0.321836,0.438906,False,False,6,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4129.35,0.2159,4017.0,4244.85,0.0,,usdcop/directional_replay_2025_W06.png
2025-W06,2025-02-07,False,4120.46,risk_off,frozen_pre_2025,25,swing,2025-03-14,False,0.505497,0.55,DOWN,0.005411,0.5426,4142.82,22.36,3884.32,4418.52,0.8,UP,False,False,False,0.0,-0.004268,4102.91,39.91,0.9726,True,1281,2024-12-30,2024-12-30,10d56131505b0874,False,104,0.5,0.478788,0.340909,0.312106,0.459697,False,True,3,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4129.35,0.2159,4017.0,4244.85,0.0,,usdcop/directional_replay_2025_W06.png
2025-W06,2025-02-07,False,4120.46,risk_off,frozen_pre_2025,30,swing,2025-03-21,False,0.539576,0.6,DOWN,0.006491,0.6512,4147.29,26.83,3880.09,4432.9,0.8,UP,False,False,False,1.0,0.005839,4144.59,2.7,0.0652,False,1276,2024-12-30,2024-12-30,f5cc903ce6844b37,False,104,0.451923,0.447037,0.32,0.337597,0.433199,False,False,7,FLAT,FLAT,ABSTAIN,False,5,5|25,0.0,4129.35,0.2159,4017.0,4244.85,0.0,,usdcop/directional_replay_2025_W06.png
2025-W07,2025-02-14,False,4118.2,transition,frozen_pre_2025,1,execution,2025-02-17,False,0.471313,0.55,DOWN,0.000101,0.0101,4118.62,0.42,4075.49,4162.2,0.8,UP,False,False,False,1.0,0.003207,4131.43,12.81,0.3101,False,1305,2024-12-30,2024-12-30,783ecbdec4595223,True,104,0.605769,0.555303,0.227273,0.246818,0.48873,False,False,1,UP,LONG_USD_SHORT_COP,SHADOW,False,5,5|25,0.280272,4123.57,0.1304,4011.38,4238.9,0.0,False,usdcop/directional_replay_2025_W07.png
2025-W07,2025-02-14,False,4118.2,transition,frozen_pre_2025,5,tactical,2025-02-21,False,0.534216,0.45,UP,0.001303,0.1304,4123.57,5.37,4011.38,4238.9,0.8,UP,True,False,False,0.0,-0.009069,4081.02,42.55,1.0427,False,1301,2024-12-30,2024-12-30,dbbaaeaae61164cb,False,104,0.509615,0.49063,0.326087,0.263375,0.463392,False,True,2,UP,LONG_USD_SHORT_COP,SHADOW,False,5,5|25,0.280272,4123.57,0.1304,4011.38,4238.9,0.0,False,usdcop/directional_replay_2025_W07.png
2025-W07,2025-02-14,False,4118.2,transition,frozen_pre_2025,10,tactical,2025-02-28,False,0.593914,0.45,UP,0.003873,0.3881,4134.18,15.98,3975.17,4299.56,0.8,UP,True,False,False,1.0,0.006284,4144.16,9.98,0.2408,True,1296,2024-12-30,2024-12-30,ff5277be1db3a312,False,104,0.471154,0.466605,0.387755,0.279044,0.458424,False,False,4,UP,LONG_USD_SHORT_COP,SHADOW,False,5,5|25,0.280272,4123.57,0.1304,4011.38,4238.9,0.0,False,usdcop/directional_replay_2025_W07.png
2025-W07,2025-02-14,False,4118.2,transition,frozen_pre_2025,15,tactical,2025-03-07,False,0.527485,0.45,UP,0.004742,0.4753,4137.77,19.57,3935.32,4350.64,0.8,UP,True,False,False,1.0,0.002653,4129.14,8.63,0.2091,True,1291,2024-12-30,2024-12-30,15dc7ab56cb103d2,False,104,0.480769,0.459091,0.318182,0.283538,0.443427,False,False,5,UP,LONG_USD_SHORT_COP,SHADOW,False,5,5|25,0.280272,4123.57,0.1304,4011.38,4238.9,0.0,False,usdcop/directional_replay_2025_W07.png
2025-W07,2025-02-14,False,4118.2,transition,frozen_pre_2025,20,swing,2025-03-14,False,0.632598,0.4,UP,0.009633,0.968,4158.06,39.86,3932.43,4396.64,0.8,UP,True,False,False,0.0,-0.00372,4102.91,55.15,1.3443,False,1286,2024-12-30,2024-12-30,fe8038e81873cb0d,True,104,0.471154,0.484416,0.254545,0.321836,0.438906,False,False,6,UP,LONG_USD_SHORT_COP,SHADOW,False,5,5|25,0.280272,4123.57,0.1304,4011.38,4238.9,0.0,False,usdcop/directional_replay_2025_W07.png
2025-W07,2025-02-14,False,4118.2,transition,frozen_pre_2025,25,swing,2025-03-21,False,0.577893,0.55,UP,0.007287,0.7314,4148.32,30.12,3889.48,4424.39,0.8,UP,True,False,False,1.0,0.006388,4144.59,3.73,0.09,True,1281,2024-12-30,2024-12-30,10d56131505b0874,False,104,0.5,0.478788,0.340909,0.312106,0.459697,False,True,3,UP,LONG_USD_SHORT_COP,SHADOW,False,5,5|25,0.280272,4123.57,0.1304,4011.38,4238.9,0.0,False,usdcop/directional_replay_2025_W07.png
2025-W07,2025-02-14,False,4118.2,transition,frozen_pre_2025,30,swing,2025-03-28,False,0.608753,0.6,UP,0.0084,0.8435,4152.94,34.74,3885.37,4438.93,0.8,UP,True,False,False,1.0,0.020489,4203.45,50.51,1.2017,True,1276,2024-12-30,2024-12-30,f5cc903ce6844b37,False,104,0.451923,0.447037,0.32,0.337597,0.433199,False,False,7,UP,LONG_USD_SHORT_COP,SHADOW,False,5,5|25,0.280272,4123.57,0.1304,4011.38,4238.9,0.0,False,usdcop/directional_replay_2025_W07.png
2025-W08,2025-02-21,False,4081.02,transition,frozen_pre_2025,1,execution,2025-02-24,False,0.4234,0.55,DOWN,-6.8e-05,-0.0068,4080.74,-0.28,4038.01,4123.92,0.8,DOWN,True,False,False,1.0,0.008535,4116.0,35.26,0.8566,False,1305,2024-12-30,2024-12-30,783ecbdec4595223,True,104,0.605769,0.555303,0.227273,0.246818,0.48873,False,False,1,UP,LONG_USD_SHORT_COP,SHADOW,False,5,5|25,0.38754,4088.39,0.1806,3977.15,4202.74,1.0,True,usdcop/directional_replay_2025_W08.png
